"","iid","gender","match","samerace","age_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","prob_o","age","undergra","mn_sat","tuition","imprace","imprelig","goal","date","go_out","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr","sinc","intel","fun","amb","shar","prob","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","imprelig_o","imprace_o","goal_o","date_o","go_out_o","sports_o","tvsports_o","exercise_o","dining_o","museums_o","art_o","hiking_o","gaming_o","clubbing_o","reading_o","tv_o","theater_o","movies_o","concerts_o","music_o","shopping_o","yoga_o","exphappy_o"
"92",10,0,0,1,22,60,0,0,40,0,0,1,1,1,1,1,1,1,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,1,1,1,1,1,0,1,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7
"93",10,0,1,0,22,19,18,19,18,14,12,10,10,10,10,10,10,10,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,6,10,10,10,6,0,6,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,5,3,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3
"94",10,0,0,1,23,30,5,15,40,5,5,7,8,7,9,8,8,7,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,10,10,10,10,10,0,1,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8
"95",10,0,0,0,24,30,10,20,10,10,20,6,9,9,7,8,0,6,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,5,7,7,7,7,0,1,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,1,3,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5
"96",10,0,0,1,25,50,0,30,10,0,10,0,8,7,7,7,7,6,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,5,10,6,4,6,0,1,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,2,9,1,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7
"97",10,0,0,1,30,35,15,25,10,5,10,7,7,4,3,4,4,6,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,5,10,8,6,9,0,1,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,1,1,3,3,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4
"98",10,0,0,1,27,33.33,11.11,11.11,11.11,11.11,22.22,6,6,6,6,6,5,6,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,5,6,6,4,5,0,5,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,8,8,1,6,1,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5
"99",10,0,1,1,28,50,0,25,10,0,15,7,7,7,7,6,6,8,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,9,9,9,9,9,9,9,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,1,1,4,1,1,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10
"100",10,0,0,1,24,100,0,0,0,0,0,6,6,6,6,6,6,7,26,"","","",4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,9,9,9,8,10,8,8,10,35.71,3.57,10.71,28.57,3.57,17.86,10,5,10,10,10,1,1,1,1,1,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6
"101",11,1,0,0,21,15,20,20,15,15,15,6,9,7,7,6,5,6,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,6,8,8,8,8,6,4,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,4,2,2,7,1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3
"102",11,1,0,1,24,45,5,25,20,0,5,5,7,8,4,6,3,4,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,8,7,6,9,7,4,2,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,5,2,1,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4
"103",11,1,0,1,25,35,10,35,10,10,0,7,9,10,7,8,9,7,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,7,8,6,5,8,4,2,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,4,8,6,3,1,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4
"104",11,1,0,1,23,20,20,20,20,10,10,4,10,8,5,8,7,7,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,6,7,8,7,7,5,3,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,1,1,1,5,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"105",11,1,0,1,21,20,5,25,25,10,15,5,8,8,2,2,2,5,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,6,8,8,8,7,6,5,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,1,8,2,4,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
"106",11,1,0,0,23,10,25,20,25,5,15,6,9,7,6,7,6,6,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,7,9,8,9,8,4,4,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,1,1,1,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
"107",11,1,0,0,22,15,15,25,20,15,10,4,8,8,5,7,4,4,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,7,8,8,8,7,7,4,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,4,2,1,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
"108",11,1,0,1,25,9.09,18.18,27.27,18.18,18.18,9.09,5,8,7,4,7,5,5,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,8,7,6,6,6,5,4,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,1,1,1,5,1,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
"109",11,1,0,0,26,20,10,20,30,10,10,8,10,9,8,7,6,5,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,6,8,7,8,7,5,4,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,1,1,1,4,1,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
"110",11,1,0,1,26,15,15,15,40,10,5,6,10,10,6,6,0,3,27,"","","",7,3,1,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,7,8,7,8,6,5,3,19.51,17.07,17.07,17.07,12.2,17.07,8,8,8,6,5,4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
"111",12,1,0,0,21,15,20,20,15,15,15,7,8,7,8,5,6,5,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,7,8,10,7,7,5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,2,7,1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3
"112",12,1,0,1,24,45,5,25,20,0,5,8,5,6,6,9,6,3,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,7,6,10,6,6,5,4,0,0,0,0,0,0,0,0,0,0,0,5,2,1,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4
"113",12,1,0,1,25,35,10,35,10,10,0,9,7,9,8,9,7,7,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,6,7,10,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,4,8,6,3,1,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4
"114",12,1,0,1,23,20,20,20,20,10,10,8,7,8,10,7,8,1,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,6,5,10,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"115",12,1,0,1,21,20,5,25,25,10,15,8,6,6,5,5,5,4,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,6,7,10,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,1,8,2,4,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
"116",12,1,0,0,23,10,25,20,25,5,15,6,9,9,6,8,2,6,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,6,8,10,6,7,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
"117",12,1,0,0,22,15,15,25,20,15,10,6,6,8,4,9,4,3,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,7,9,10,6,6,5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
"118",12,1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,8,7,7,9,6,7,7,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,8,8,10,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
"119",12,1,1,0,26,20,10,20,30,10,10,10,10,10,10,10,10,5,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,8,8,10,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
"120",12,1,0,1,26,15,15,15,40,10,5,1,1,1,1,1,0,1,22,"","","",1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
"121",13,1,1,1,21,15,20,20,15,15,15,5,8,9,8,5,7,0,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,4,2,2,7,1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3
"122",13,1,0,0,24,45,5,25,20,0,5,5,8,9,6,3,4,7,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,5,2,1,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4
"123",13,1,0,0,25,35,10,35,10,10,0,7,9,9,7,9,7,7,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,4,8,6,3,1,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4
"125",13,1,0,0,21,20,5,25,25,10,15,4,6,8,8,6,5,5,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,1,8,2,4,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
"126",13,1,0,1,23,10,25,20,25,5,15,4,7,9,4,3,2,2,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,1,1,1,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
"128",13,1,1,0,25,9.09,18.18,27.27,18.18,18.18,9.09,5,8,8,6,7,7,5,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,1,1,1,5,1,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
"129",13,1,1,0,26,20,10,20,30,10,10,5,10,10,6,6,6,5,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,1,1,1,4,1,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
"130",13,1,1,0,26,15,15,15,40,10,5,6,10,10,10,6,0,6,22,"","","",3,5,2,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,19,18,19,18,14,12,20,16,16,18,16,14,4,7,8,8,3,10,10,10,10,10,10,10,20,20,20,20,7.5,12.5,3,7,7,8,2,4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
"131",14,1,1,0,21,15,20,20,15,15,15,7,6,8,7,6,8,6,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,7,8,9,8,9,8,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,4,2,2,7,1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3
"132",14,1,1,1,24,45,5,25,20,0,5,7,9,7,6,5,7,8,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,9,9,9,9,9,9,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,5,2,1,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4
"133",14,1,0,1,25,35,10,35,10,10,0,9,7,9,7,9,7,7,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,7,9,8,8,8,8,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,4,8,6,3,1,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4
"134",14,1,1,1,23,20,20,20,20,10,10,8,10,7,10,7,10,10,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,7,7,7,9,9,9,10,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,1,1,1,5,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"135",14,1,1,1,21,20,5,25,25,10,15,8,5,5,7,7,9,2,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,6,8,6,8,10,10,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,1,8,2,4,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
"136",14,1,1,0,23,10,25,20,25,5,15,8,6,7,8,2,8,4,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,6,8,8,7,9,8,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,1,1,1,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
"137",14,1,1,0,22,15,15,25,20,15,10,7,8,8,7,7,6,6,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,8,8,9,8,9,9,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,4,2,1,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
"138",14,1,1,1,25,9.09,18.18,27.27,18.18,18.18,9.09,8,6,5,6,6,5,6,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,8,8,8,8,8,7,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,1,1,1,5,1,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
"139",14,1,1,0,26,20,10,20,30,10,10,10,9,8,8,7,7,5,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,7,8,7,8,8,7,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,1,1,1,4,1,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
"140",14,1,0,1,26,15,15,15,40,10,5,10,10,10,10,10,0,1,23,"","","",1,1,2,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,30,5,15,40,5,5,20,15,20,20,5,20,9,9,9,9,9,7,8,7,9,8,8,7,20,14.29,17.14,22.86,14.29,11.43,9,9,9,9,9,4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
"141",15,1,1,0,21,15,20,20,15,15,15,5,6,7,7,6,6,6,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,8,7,9,6,9,7,6,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,4,2,2,7,1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3
"142",15,1,0,0,24,45,5,25,20,0,5,6,8,7,9,7,8,6,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,10,10,10,10,7,8,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,5,2,1,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4
"143",15,1,0,0,25,35,10,35,10,10,0,9,10,10,10,10,10,0,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,6,10,8,6,0,0,1,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,4,8,6,3,1,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4
"144",15,1,0,0,23,20,20,20,20,10,10,6,9,8,9,8,9,7,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,8,8,9,8,8,9,7,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,1,1,1,5,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"145",15,1,0,0,21,20,5,25,25,10,15,6,7,7,5,4,8,4,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,5,9,9,7,9,5,7,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,1,8,2,4,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
"146",15,1,0,0,23,10,25,20,25,5,15,5,4,8,8,4,2,3,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,9,7,9,7,9,6,2,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,1,1,1,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4
"147",15,1,0,0,22,15,15,25,20,15,10,4,7,7,4,8,5,6,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,8,7,9,6,9,5,4,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,4,2,1,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7
"148",15,1,1,0,25,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,5,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,9,9,8,9,0,7,7,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,1,1,1,5,1,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6
"149",15,1,1,0,26,20,10,20,30,10,10,5,10,8,8,5,5,5,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,7,9,8,9,7,7,8,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,1,1,1,4,1,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6
"150",15,1,0,0,26,15,15,15,40,10,5,5,7,7,7,7,0,1,24,"","","",3,1,1,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,30,10,20,10,10,20,20,20,20,20,10,10,7,7,7,9,9,6,9,9,7,8,0,6,21.21,18.18,12.12,21.21,6.06,21.21,7,7,9,7,9,4,4,2,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7
"151",16,1,0,0,21,15,20,20,15,15,15,4,9,7,4,6,4,5,25,"","","",9,2,1,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,7,7,8,8,7,7,6,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,4,2,2,7,1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3
"152",16,1,0,1,24,45,5,25,20,0,5,8,7,8,3,6,2,5,25,"","","",9,2,1,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,7,8,7,5,7,7,5,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,5,2,1,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4
"153",16,1,0,1,25,35,10,35,10,10,0,8,10,10,7,9,9,0,25,"","","",9,2,1,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,7,6,6,6,6,6,7,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,4,8,6,3,1,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4
"154",16,1,0,1,23,20,20,20,20,10,10,5,10,8,4,8,2,3,25,"","","",9,2,1,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,6,6,7,7,8,7,6,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,1,1,1,5,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"155",16,1,0,1,21,20,5,25,25,10,15,5,6,7,5,7,8,3,25,"","","",9,2,1,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,50,0,30,10,0,10,50,5,30,5,5,5,6,6,8,8,6,5,8,7,7,7,7,7,19.51,14.63,17.07,17.07,14.63,17.07,6,7,8,8,7,1,8,2,4,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7
